site_id,cf_Status
ST-2952,ACTIVE
ST-2956,ACTIVE
ST-2963,ACTIVE
ST-2966,ACTIVE
ST-2967,ACTIVE
ST-2968,ACTIVE
ST-2969,TEMPORARILY CLOSED
ST-2981,TEMPORARILY CLOSED
ST-2985,ACTIVE
ST-2987,ACTIVE
ST-2990,ACTIVE
ST-2991,ACTIVE
ST-2996,ACTIVE
ST-2997,ACTIVE
ST-2998,ACTIVE
ST-3001,ACTIVE
ST-3002,ACTIVE
ST-3004,TEMPORARILY CLOSED
ST-3005,ACTIVE
ST-3006,ACTIVE
ST-3013,ACTIVE
ST-3014,ACTIVE
ST-3015,ACTIVE
ST-3016,ACTIVE
ST-3018,ACTIVE
ST-3020,ACTIVE
ST-3021,ACTIVE
ST-3022,ACTIVE
ST-3024,ACTIVE
ST-3028,ACTIVE
ST-3037,ACTIVE
ST-3039,ACTIVE
ST-3051,ACTIVE
ST-3054,ACTIVE
ST-3056,ACTIVE
ST-3064,ACTIVE
ST-3065,ACTIVE
ST-3067,ACTIVE
ST-3069,ACTIVE
ST-3070,ACTIVE
ST-3077,ACTIVE
ST-3079,ACTIVE
ST-3080,ACTIVE
ST-3082,ACTIVE
ST-3086,ACTIVE
ST-3089,ACTIVE
ST-3095,ACTIVE
ST-3096,ACTIVE
ST-3097,ACTIVE
ST-3098,TEMPORARILY CLOSED
ST-3104,ACTIVE
ST-3106,ACTIVE
ST-3114,ACTIVE
ST-3120,ACTIVE
ST-3121,ACTIVE
ST-3122,ACTIVE
ST-3126,ACTIVE
ST-3128,ACTIVE
ST-3132,ACTIVE
ST-3135,ACTIVE
ST-3143,ACTIVE
ST-3144,ACTIVE
ST-3146,ACTIVE
ST-3149,ACTIVE
ST-3150,ACTIVE
ST-3151,ACTIVE
ST-3152,ACTIVE
ST-3155,ACTIVE
ST-3159,ACTIVE
ST-3162,ACTIVE
ST-3164,ACTIVE
ST-3165,ACTIVE
ST-3168,ACTIVE
ST-3170,ACTIVE
ST-3171,TEMPORARILY CLOSED
ST-3172,ACTIVE
ST-3173,ACTIVE
ST-3176,ACTIVE
ST-3179,ACTIVE
ST-3184,ACTIVE
ST-3189,ACTIVE
ST-3190,ACTIVE
ST-3200,ACTIVE
ST-3205,ACTIVE
ST-3206,ACTIVE
ST-3207,ACTIVE
ST-3209,TEMPORARILY CLOSED
ST-3212,ACTIVE
ST-3219,ACTIVE
ST-3221,ACTIVE
ST-3222,TEMPORARILY CLOSED
ST-3226,ACTIVE
ST-3236,ACTIVE
ST-3237,ACTIVE
ST-3239,ACTIVE
ST-3240,ACTIVE
ST-3241,ACTIVE
ST-3242,ACTIVE
ST-3248,ACTIVE
ST-3249,ACTIVE
ST-3254,ACTIVE
ST-3255,ACTIVE
ST-3257,ACTIVE
ST-3258,ACTIVE
ST-3259,ACTIVE
ST-3264,ACTIVE
ST-3265,ACTIVE
ST-3273,ACTIVE
ST-3274,ACTIVE
ST-3275,ACTIVE
ST-3280,ACTIVE
ST-3281,ACTIVE
ST-3282,TEMPORARILY CLOSED
ST-3287,ACTIVE
ST-3288,ACTIVE
ST-3289,ACTIVE
ST-3295,ACTIVE
ST-3296,ACTIVE
ST-3298,ACTIVE
ST-3299,ACTIVE
ST-3305,ACTIVE
ST-3315,ACTIVE
ST-3318,ACTIVE
ST-3319,ACTIVE
ST-3323,ACTIVE
ST-3325,ACTIVE
ST-3330,ACTIVE
ST-3331,ACTIVE
ST-3335,ACTIVE
ST-3336,ACTIVE
ST-3341,ACTIVE
ST-3345,ACTIVE
ST-3348,ACTIVE
ST-3351,ACTIVE
ST-3352,ACTIVE
ST-3353,ACTIVE
ST-3354,ACTIVE
ST-3370,ACTIVE
ST-3374,ACTIVE
ST-3375,ACTIVE
ST-3379,ACTIVE
ST-3382,ACTIVE
ST-3386,ACTIVE
ST-3388,ACTIVE
ST-3389,ACTIVE
ST-3394,ACTIVE
ST-3399,ACTIVE
ST-3403,ACTIVE
ST-3404,ACTIVE
ST-3412,ACTIVE
ST-3413,ACTIVE
ST-3420,ACTIVE
ST-3421,ACTIVE
ST-3422,ACTIVE
ST-3423,ACTIVE
ST-3424,ACTIVE
ST-3428,TEMPORARILY CLOSED
ST-3430,ACTIVE
ST-3433,ACTIVE
ST-3437,ACTIVE
ST-3438,ACTIVE
ST-3439,ACTIVE
ST-3440,ACTIVE
ST-3441,ACTIVE
ST-3442,ACTIVE
ST-3445,ACTIVE
ST-3449,ACTIVE
ST-3451,ACTIVE
ST-3453,ACTIVE
ST-3454,ACTIVE
ST-3455,ACTIVE
ST-3458,ACTIVE
ST-3460,ACTIVE
ST-3461,ACTIVE
ST-3469,ACTIVE
ST-3470,ACTIVE
ST-3471,ACTIVE
ST-3472,ACTIVE
ST-3473,ACTIVE
ST-3474,ACTIVE
ST-3475,ACTIVE
ST-3476,ACTIVE
ST-3477,ACTIVE
ST-3479,ACTIVE
ST-3480,ACTIVE
ST-3486,ACTIVE
ST-3488,ACTIVE
ST-3491,TEMPORARILY CLOSED
ST-3492,ACTIVE
ST-3493,ACTIVE
ST-3494,ACTIVE
ST-3500,ACTIVE
ST-3502,ACTIVE
ST-3506,ACTIVE
ST-3507,ACTIVE
ST-3508,ACTIVE
ST-3509,ACTIVE
ST-3529,ACTIVE
ST-3532,ACTIVE
ST-3541,ACTIVE
ST-3542,ACTIVE
ST-3543,ACTIVE
ST-3546,ACTIVE
ST-3550,TEMPORARILY CLOSED
ST-3557,ACTIVE
ST-3559,ACTIVE
ST-3562,TEMPORARILY CLOSED
ST-3563,ACTIVE
ST-3569,ACTIVE
ST-3577,ACTIVE
ST-3578,ACTIVE
ST-3580,ACTIVE
ST-3588,TEMPORARILY CLOSED
ST-3589,ACTIVE
ST-3590,ACTIVE
ST-3591,ACTIVE
ST-3598,ACTIVE
ST-3608,ACTIVE
ST-3609,ACTIVE
ST-3611,ACTIVE
ST-3618,ACTIVE
ST-3627,ACTIVE
ST-3629,ACTIVE
ST-3630,ACTIVE
ST-3634,ACTIVE
ST-3637,ACTIVE
ST-3638,ACTIVE
ST-3642,ACTIVE
ST-3645,ACTIVE
ST-3651,ACTIVE
ST-3654,ACTIVE
ST-3655,ACTIVE
ST-3659,ACTIVE
ST-3660,ACTIVE
ST-3666,ACTIVE
ST-3672,ACTIVE
ST-3676,ACTIVE
ST-3683,ACTIVE
ST-3685,ACTIVE
ST-3690,TEMPORARILY CLOSED
ST-3698,ACTIVE
ST-3702,ACTIVE
ST-3704,ACTIVE
ST-3705,ACTIVE
ST-3724,ACTIVE
ST-3731,ACTIVE
ST-3732,ACTIVE
ST-3737,ACTIVE
ST-3738,ACTIVE
ST-3747,ACTIVE
ST-3748,ACTIVE
ST-3752,ACTIVE
ST-3764,TEMPORARILY CLOSED
ST-3782,ACTIVE
ST-3786,ACTIVE
ST-3794,ACTIVE
ST-3795,ACTIVE
ST-3813,ACTIVE
ST-3820,ACTIVE
ST-3827,ACTIVE
ST-3829,ACTIVE
ST-3833,ACTIVE
ST-3841,ACTIVE
ST-3846,ACTIVE
ST-3861,ACTIVE
ST-3868,ACTIVE
ST-3877,ACTIVE
ST-3893,ACTIVE
ST-4003,ACTIVE
