site_id,site_name,mgmt_ip,vendor,cpe_type,region,Address,Island Group,City,Zip Code,parent_region
ST-0388,Bago Bantay,10.10.25.146,MIKROTIK,RB951,Metro Manila,#131 Ilocos Sur ST. Cor. Bukidnon st. Bago Bantay Quezon City,Luzon,Quezon City,1100,patch01
ST-0390,One Mc Kinley,10.10.11.178,MIKROTIK,RB951,Metro Manila,"26th St. Fort Bonifacio Global City, Taguig",Luzon,Taguig City,1630,patch01
ST-0391,Manaoag,10.10.1.250,MIKROTIK,RB951,Pangasinan,"Felix St. Cor. Garcia St. Manaoag, Pangasinan",Luzon,Manaoag,2430,patch01
ST-0392,SM San Fernando,10.10.19.158,MIKROTIK,RB951,Pampanga,"Unit AX3 123a & AX3 123c, Building 4, SM City Pampanga, Lagundi, Mexico, Pampanga",Luzon,Mexico,2021,patch01
ST-0393,Trancoville,10.10.1.254,MIKROTIK,RB951,Benguet,"148 M Roxas Street, Baguio City",Luzon,Baguio City,2600,patch01
ST-0394,Maragondon,10.10.26.242,MIKROTIK,RB951,Cavite,Poblacion 1-A Maragondon Cavite,Luzon,Maragondon,4112,patch01
ST-0396,DLSU - Lipa,10.10.2.2,MIKROTIK,RB951,Batangas,"National Hiway, Brgy., Paninsingin, Tambo, Lipa City",Luzon,Lipa City,4217,patch01
ST-0397,Santa Rosa Estate,10.10.5.114,MIKROTIK,RB951,Laguna,"Sta. Rosa Highway, Sta. Rosa Estate, Sta. Rosa,  Laguna",Luzon,Sta. Rosa,4026,patch01
ST-0398,Gordon Hospital,10.10.28.230,MIKROTIK,RB951,Zambales,"104 Rizal Ave., East Tapinac Olongapo City",Luzon,Olongapo City,2200,patch01
ST-0400,FPIP,10.10.30.10,MIKROTIK,RB951,Batangas,"No. 158 Sta. Anastacia, Sto. Tomas, Batangas",Luzon,Sto. Tomas,4234,patch01
ST-0403,Tagaytay 2,10.10.15.138,MIKROTIK,RB951,Cavite,"One Tagaytay Place Calamba Rd., Tagaytay City",Luzon,Tagaytay,4120,patch01
ST-0409,San Pablo 3,10.10.1.18,MIKROTIK,RB951,Laguna,"Maharlika Hiway, San Pablo, Laguna",Luzon,San Pablo City,4000,patch01
ST-0410,Sto.Nino,10.10.4.210,MIKROTIK,RB951,Bulacan,L. Camino Real Rd. Sto. Nino Meycauyan Bulacan,Luzon,Meycauayan,3020,patch01
ST-0412,Citimotors,10.10.26.82,MIKROTIK,RB951,Metro Manila,"Don Bosco Road. Cor Chino Roces Ave., Makati City",Luzon,Makati City,1200,patch01
ST-0418,Multinational,10.10.30.166,MIKROTIK,RB951,Metro Manila,"J&P Bldg (Multinational) Ninoy Aquino Ave., Paranaque City",Luzon,Para�aque City,1700,patch01
ST-0419,Gate 3,10.10.6.14,MIKROTIK,RB951,Metro Manila,"AFPOVAI Western Bicutan, Taguig City",Luzon,Taguig City,1630,patch01
ST-0421,AIC Gold,10.10.2.22,MIKROTIK,RB951,Metro Manila,Unit 101 AIC Gold Tower F. Ortigas Cor. Garnet Road Ortigas,Luzon,Pasig City,1605,patch01
ST-0423,Calasiao,10.10.12.14,MIKROTIK,RB951,Pangasinan,"Poblacion East,National road,Calasiao,Pangasinan",Luzon,Calasiao,2418,patch01
ST-0424,Capas,10.10.34.66,MIKROTIK,RB951,Tarlac,"Mc Arthur  Hiway, Poblacion, Capas, Tarlac",Luzon,Capas,2315,patch01
ST-0425,Sunny Broke,10.10.15.118,MIKROTIK,RB951,Cavite,"Blk 31 Lot 6 Brooke side lane brgy. San Francisco, Gen. Trias, Cavite",Luzon,Gen. Trias,4107,patch01
ST-0427,Talavera,10.10.14.66,MIKROTIK,RB951,Nueva Ecija,"Maharlika Hiway, Talavera, Nueva Ecija",Luzon,Talavera,3114,patch01
ST-0428,Asia Pacific College,10.10.14.54,MIKROTIK,RB951,Bataan,"Tenejeros St. Balanga, Bataan",Luzon,Balanga,2100,patch01
ST-0429,Mendez Crossing,10.10.16.66,MIKROTIK,RB951,Cavite,"Aguinaldo Hiway Mendez Junction East,  Tagaytay City, Cavite",Luzon,Tagaytay,4120,patch01
ST-0430,Balanga Church,10.10.2.26,MIKROTIK,RB951,Bataan,"J.P. Rizal St., Balanga City, Bataan",Luzon,Balanga,2100,patch01
ST-0433,Batangas 3,10.10.1.146,MIKROTIK,RB951,Batangas,"Poblacion 18, Rizal Ave., Batangas City",Luzon,Batangas City,4200,patch01
ST-0434,Malibay Plaza,10.10.3.42,MIKROTIK,RB951,Metro Manila,"Reance Bldg. 93 C. Jose st. cor. Malibay Ave., Pasay City",Luzon,Pasay City,1300,patch01
ST-0436,Leveriza,10.10.2.54,MIKROTIK,RB951,Metro Manila,"#665 CRI Bldg. President E. Quirino Ave. cor. Leveriza, Malate, Manila",Luzon,City of Manila,1004,patch01
ST-0438,Balanga Plaza,10.10.14.58,MIKROTIK,RB951,Bataan,Aguirre St. Balanga City,Luzon,Balanga,2100,patch01
ST-0439,Porta Vaga,10.10.8.30,MIKROTIK,RB951,Benguet,"Fr. Carlu st. cor. Cathedral Drive, Baguio City",Luzon,Baguio City,2600,patch01
ST-0440,Total Corp,10.10.20.138,MIKROTIK,RB951,Metro Manila,"Total Corporate Ctr Bldg., Bonifacio Triangle, Bonifacio Global City, Taguig City",Luzon,Taguig City,1630,patch01
ST-0443,Olongapo City Hall -,10.10.10.102,MIKROTIK,RB951,Zambales,"23rd st., Rizal Ave., East Bajac-Bajac, Olongapo City",Luzon,Olongapo City,2200,patch01
ST-0445,NE Pacific,10.10.10.62,MIKROTIK,RB951,Nueva Ecija,"Km 111, Brgy. H. Concepcion, Maharlika Hi-way, Cabanatuan City",Luzon,Cabanatuan City,3100,patch01
ST-0446,Paniqui,10.10.10.66,MIKROTIK,RB951,Tarlac,"UCPB Building along National Highway, Brgy. Estacion, Paniqui, Tarlac",Luzon,Paniqui,2307,patch01
ST-0447,Kimston,10.10.8.34,MIKROTIK,RB951,Metro Manila,"2650 Agutaya St. cor. EDSA, Pinagkaisahan, Makati",Luzon,Makati City,1213,patch01
ST-0448,Pavilion,10.10.1.82,MIKROTIK,RB951,Laguna,"Space Nos. 143-B Bldg A G/F Pavillion Mall, Bi�an, Laguna",Luzon,Bi�an,4024,patch01
ST-0450,PWU,10.10.28.118,MIKROTIK,RB951,Metro Manila,"1807 G/F Nakpil St. cor. L. Guinto St. Malate, Manila",Luzon,City of Manila,1004,patch01
ST-0453,Tayabas,10.10.12.182,MIKROTIK,RB951,Quezon,Quezon Ave. Cor. P. Paterno St. Brgy. San Diego Tayabas Quezon,Luzon,Tayabas,4327,patch01
ST-0454,Cogeo,10.10.12.162,MIKROTIK,RB951,Rizal,"Marcos Hiway cor. GSIS Ave., Bagong Nayon 1, Antipolo City",Luzon,Antipolo,1870,patch01
ST-0455,Pearl Drive 2,10.10.8.42,MIKROTIK,RB951,Metro Manila,"G/F Unit 102, Pacific Place Condominium, Pearl Drive, Ortigas Ctr, Pasig City",Luzon,Pasig City,1605,patch01
ST-0456,Sariaya,10.10.12.186,MIKROTIK,RB951,Quezon,"Gen. Luna St. National Hi-Way Sariaya, Quezon",Luzon,Sariaya,4322,patch01
ST-0458,San Marcelino *,10.10.28.6,MIKROTIK,RB951,Metro Manila,"G/F CMC Bldg. #710 San Marcelino St., Ermita, Manila",Luzon,City of Manila,1000,patch01
ST-0460,Telus,10.10.31.170,MIKROTIK,RB951,Metro Manila,"Arcade 6 &7 G/F Telus Bldg., Araneta Center, Cubao, Quezon City",Luzon,Quezon City,1109,patch01
ST-0464,Osmak,10.10.0.174,MIKROTIK,RB951,Metro Manila,"Blk 5 Lot 18 Sampaguita cor. Escarlata, Pembo, Makati City",Luzon,Makati City,1218,patch01
ST-0465,Taal Proper,10.10.13.6,MIKROTIK,RB951,Batangas,"Poblacion. 3, Taal Proper, Taal, Batangas",Luzon,Taal,4208,patch01
ST-0468,SM Lucena,10.10.33.146,MIKROTIK,RB951,Quezon,115-116 SM City Lucena Dalahican cor. Maharlika Hiway Nat'l Rd. Lucena City,Luzon,Lucena City,4301,patch01
ST-0469,Sta Rosa N.E.,10.10.6.42,MIKROTIK,RB951,Nueva Ecija,"Maharlika Hi-Way, Sta. Rosa, Nueva Ecija",Luzon,Sta. Rosa,3101,patch01
ST-0471,Valenzuela Exit,10.10.18.62,MIKROTIK,RB951,Metro Manila,"Maysan Road, Paso De Blas,Valenzuela City",Luzon,Valenzuela City,1442,patch01
ST-0473,VG Cruz,10.10.5.174,MIKROTIK,RB951,Metro Manila,Ramon Magsaysay Blvd. Cor. Vicente Cruz St. Sampaloc Manila,Luzon,City of Manila,1015,patch01
ST-0476,Mayapa,10.10.15.230,MIKROTIK,RB951,Laguna,"National Highway Checkpoint, Paciano Rizal Calamba City Laguna",Luzon,Calamba,4027,patch01
ST-0478,Jp Rizal 2,10.10.31.26,MIKROTIK,RB951,Metro Manila,347 JP Rizal Ave. Cor. Pasong Tamo Ave. Makati City,Luzon,Makati City,1200,patch01
ST-0480,Philtranco,10.10.5.222,MIKROTIK,RB951,Metro Manila,"610 Apelo Cruz St., Malibay, Pasay City",Luzon,Pasay City,1300,patch01
ST-0486,Alabang Med,10.10.8.62,MIKROTIK,RB951,Metro Manila,"Unit 1 G/F Aurora Bldg, Alabang Zapote Rd., Mutinlupa City",Luzon,Muntinlupa City,1780,patch01
ST-0487,Vista Verde,10.10.13.78,MIKROTIK,RB951,Rizal,"G/F Unit 1,2,3,4 Vista Square Comm'l Center, Felix ave., Cainta, Rizal",Luzon,Cainta,1900,patch01
ST-0490,12th Ave.,10.10.1.170,MIKROTIK,RB951,Metro Manila,"Ten Commandments Bldg. 689 Rizal Ave, Grace Park, Caloocan City",Luzon,Caloocan City,1400,patch01
ST-0493,San Pablo 5,10.10.2.210,MIKROTIK,RB951,Laguna,"Brgy. 6A Mabini St., San Pablo City, Laguna",Luzon,San Pablo City,4000,patch01
ST-0494,Los Ba�os 2,10.10.18.78,MIKROTIK,RB951,Laguna,"Lopez Ave. Cor. Mt. Halcon St., Los Ba�os Subd., Batong Malake, Los Ba�os, Laguna",Luzon,Los Ba�os,4030,patch01
ST-0495,Sun Plaza,10.10.15.166,MIKROTIK,RB951,Metro Manila,"G/F Sun Plaza Shaw Boulevard, cor Princeton st., Mandaluyong City",Luzon,Mandaluyong City,1550,patch01
ST-0498,SM Cyber One,10.10.14.50,MIKROTIK,RB951,Metro Manila,"Retail Space 4, Buendia Ave., Makati City",Luzon,Makati City,1200,patch01
ST-0501,Sto Domingo Angeles,10.10.7.86,MIKROTIK,RB951,Pampanga,"McArthur Hi-Way cor. Apo rd. Sto. Domingo, Angeles, Pampanga",Luzon,Angeles City,2009,patch01
ST-0502,Rockwell Business Center,10.10.2.154,MIKROTIK,RB951,Metro Manila,"Tower 2 (North) Level 1 Unit No. N-02 Rockwell Business Center, Pasig City",Luzon,Pasig City,1600,patch01
ST-0504,Paragon Plaza,10.10.3.6,MIKROTIK,RB951,Metro Manila,"Upper G/F Paragon Plaza Condominium, EDSA cor. Reliance St., Mandaluyong City",Luzon,Mandaluyong City,1550,patch01
ST-0505,Makati Ave 2,10.10.13.214,MIKROTIK,RB951,Metro Manila,"Makati Ave. Cor. Constelllation st., Brgy. Bel-air, Makati City",Luzon,Makati City,1209,patch01
ST-0508,Heart Center,10.10.8.130,MIKROTIK,RB951,Metro Manila,"G/F Philippine Heart Center, East Ave., Quezon City",Luzon,Quezon City,1100,patch01
ST-0509,Woodland,10.10.8.146,MIKROTIK,RB951,Metro Manila,"G/F Pioneer Woodlands Showroom, EDSA near cor. Pioneer St., Mandaluyong City",Luzon,Mandaluyong City,1550,patch01
ST-0513,One Solaris,10.10.19.34,MIKROTIK,RB951,Metro Manila,"Retail 2 G/F One Solaris Bldg, Dela Rosa St., Legaspi Village, Makati City",Luzon,Makati City,1229,patch01
ST-0515,Castillejos,10.10.15.186,MIKROTIK,RB951,Zambales,"National Hi-way, Castillejos, Zambales",Luzon,Castillejos,2208,patch01
ST-0527,Retiro 2,10.10.7.38,MIKROTIK,RB951,Metro Manila,"311-313 N.S. Amoranto St. Sta Mesa Heights, Quezon City",Luzon,Quezon City,1100,patch01
ST-0528,BPO San Lazaro,10.10.31.62,MIKROTIK,RB951,Metro Manila,"Retail 4, Vertex 1 Bldg. Yuseco Cor. Felix Huertas, San Lazaro Racetrack, Sta Cruz, Manila",Luzon,City of Manila,1014,patch01
ST-0529,Port Area,10.10.8.98,MIKROTIK,RB951,Metro Manila,"637 Bonifacio Drive, Port Area, Manila",Luzon,City of Manila,1000,patch01
ST-0530,Net Square,10.10.0.182,MIKROTIK,RB951,Metro Manila,"3rd Avenue cor., 28th St., E- Square, Crescent Park West, Bonifacio Global City, Taguig M.M.",Luzon,Taguig City,1630,patch01
ST-0533,Dagupan 4,10.10.8.106,MIKROTIK,RB951,Pangasinan,"G/F Orient Pacific Center cor. Perez Blvd., Rizal Ext., Dagupan City, Pangasinan",Luzon,Dagupan City,2400,patch01
ST-0536,San Andres,10.10.2.58,MIKROTIK,RB951,Metro Manila,"Mabini Cor., San Andres St., Malate, Manila",Luzon,City of Manila,1004,patch01
ST-0540,"Grand Hampton, Fort",10.10.8.110,MIKROTIK,RB951,Metro Manila,"Grand Hampton Place, 1st Ave., and 31st St., Fort Bonifacio Global City, Taguig",Luzon,Taguig City,1630,patch01
ST-0541,San Miguel -,10.10.0.114,MIKROTIK,RB951,Bulacan,"906 Norberto St., Brgy. San Jose, San Miguel, Bulacan",Luzon,San Miguel,3011,patch01
ST-0548,SLEX,10.10.2.206,MIKROTIK,RB951,Laguna,KM 22 South Luzon Tollway (Northbound) San Antonio San Pedro Laguna,Luzon,San Pedro,4023,patch01
ST-0552,Malolos Crossing,10.10.15.142,MIKROTIK,RB951,Bulacan,"E & R , McArthur Highway  cor.,  Mabini St., Malolos Bulacan",Luzon,Malolos,3000,patch01
ST-0553,Tustine,10.10.9.86,MIKROTIK,RB951,Metro Manila,"Molino St., South Super Highway, Alabang, Muntinlupa City",Luzon,Muntinlupa City,1780,patch01
ST-0555,C. Raymundo,10.10.10.90,MIKROTIK,RB951,Metro Manila,"#64 Stella Mariz cor.,  C. Raymundo Ave., Maybunga Pasig City",Luzon,Pasig City,1607,patch01
ST-0558,Welding Bldg.,10.10.8.126,MIKROTIK,RB951,Metro Manila,"Upper Building, 349 Sen. Gil J. Puyat Ave., Makati City Metro Manila",Luzon,Makati City,1200,patch01
ST-0560,San Fernando NLEX,10.10.38.154,MIKROTIK,RB951,Pampanga,"KM 62 NLEX North Bound Brgy. San Felipe, San Fernando Pampanga",Luzon,San Fernando,2000,patch01
ST-0561,Tarlac 2 ( Caltex ),10.10.1.130,MIKROTIK,RB951,Tarlac,"Mc. Arthur Hi-Way, Tarlac Tarlac City",Luzon,Tarlac,2300,patch01
ST-0563,Concepcion Tarlac,10.10.7.206,MIKROTIK,RB951,Tarlac,"Brgy. San Nicolas, Concepcion Tarlac",Luzon,Concepcion,2316,patch01
ST-0565,Mabalacat,10.10.11.18,MIKROTIK,RB951,Pampanga,"Velasquez St., Mabalacat Proper, Pampanga",Luzon,Mabalacat,2010,patch01
ST-0567,San Isidro,10.10.39.58,MIKROTIK,RB951,Laguna,"No. 35 Brgy. San Isidr, Cabuyao, Laguna",Luzon,Cabuyao,4025,patch01
ST-0568,Camiling,10.10.11.194,MIKROTIK,RB951,Tarlac,"Arellano St., cor., Quezon Ave., Camiling Tarlac",Luzon,Camiling,2306,patch01
ST-0570,Wilson,10.10.19.106,MIKROTIK,RB951,Metro Manila,"Wilson cor. Ortigas San Juan, City",Luzon,San Juan City,1500,patch01
ST-0576,Boni Edsa,10.10.19.22,MIKROTIK,RB951,Metro Manila,"EDSA cor., Boni Ave., Mandaluyong",Luzon,Mandaluyong City,1550,patch01
ST-0578,Malanday 2,10.10.6.34,MIKROTIK,RB951,Metro Manila,"Brgy. Malanday McArthur Highway, Valenzuela City",Luzon,Valenzuela City,1440,patch01
ST-0580,Silver City,10.10.18.82,MIKROTIK,RB951,Metro Manila,"G/F Unit L1-003A, silver City, Frontera Verde, Pasig City",Luzon,Pasig City,1600,patch01
ST-0582,McKinley San Juan,10.10.35.14,MIKROTIK,RB951,Metro Manila,"Ortigas Ave., McKinley, San Juan",Luzon,San Juan City,1500,patch01
ST-0587,Marvin Plaza,10.10.8.138,MIKROTIK,RB951,Metro Manila,"Chino Roces cor., Herrera St., Makati City",Luzon,Makati City,1200,patch01
ST-0590,Kingswood,10.10.8.142,MIKROTIK,RB951,Metro Manila,UG/F Kingswood Makati Condo. Chino Roces Ave. Makati City.,Luzon,Makati City,1200,patch01
ST-0594,Victoria De Manila,10.10.2.66,MIKROTIK,RB951,Metro Manila,"Shoppes @ Victoria Space No. 101 G/F Victoria De Manila, Taft Ave., Manila",Luzon,City of Manila,1001,patch01
ST-0596,"San Pascual, Batangas",10.10.2.166,MIKROTIK,RB951,Batangas,"San Pascual, Batangas",Luzon,San Pascual,4204,patch01
ST-0603,Fortune Square,10.10.32.162,MIKROTIK,RB951,Pampanga,"Mc Arthur Hi-way Cor. Villa Julita Subdivion, Brgy. Saguin, San Fernando, Pampanga",Luzon,San Fernando,2000,patch01
ST-0604,Dewey Ave,10.10.13.106,MIKROTIK,RB951,Zambales,"Lot 2, Block 18, Dewey Ave., cor. Aguinaldo Highway, CBD, Subic Bay Freeport Zone",Luzon,Subic,2209,patch01
ST-0605,Molino 5,10.10.8.158,MIKROTIK,RB951,Cavite,"Molino Rd., Brgy. Molino III, Bacoor Cavite",Luzon,Bacoor,4102,patch01
ST-0607,The Enclave,10.10.6.202,MIKROTIK,RB951,Pampanga,"The Enclave, Fil-Am Friendship Hi-way, Pampang, Angeles City",Luzon,Angeles City,2009,patch01
ST-0608,Zaragoza,10.10.9.78,MIKROTIK,RB951,Nueva Ecija,"Corner Concepcion, Zaragoza, Nueva Ecija",Luzon,Zaragoza,3110,patch01
ST-0610,Olongapo Public Market,10.10.15.182,MIKROTIK,RB951,Zambales,"Canda St., East Bajac - Bajac, Olongapo City",Luzon,Olongapo City,2200,patch01
ST-0611,San Marcelino,10.10.4.206,MIKROTIK,RB951,Zambales,"Brgy. Central, San Marcelino, Zambales",Luzon,San Marcelino,2207,patch01
ST-0612,Pagasa Imus,10.10.32.122,MIKROTIK,RB951,Cavite,"National Rd., cor. Alapan St., Pagasa, Imus, Cavite",Luzon,Imus,4103,patch01
ST-0613,Baliuag Hi-Way,10.10.13.22,MIKROTIK,RB951,Bulacan,"Do�a Remedios Highway, Brgy. Pinagbarilan, Baliuag Bulacan",Luzon,Baliuag,3006,patch01
ST-0614,Bansalangin,10.10.25.190,MIKROTIK,RB951,Metro Manila,# 4Bansalangin st brgy Veterans Village QC,Luzon,Quezon City,1105,patch01
ST-0615,San Pedro5,10.10.0.26,MIKROTIK,RB951,Laguna,"Lot 8 AB National hghway cor Garcia st, Nueva Poblacion San Pedro Laguna",Luzon,San Pedro,4023,patch01
ST-0618,Angelo King,10.10.4.118,MIKROTIK,RB951,Metro Manila,"Arellano Ave., Malate Manila",Luzon,City of Manila,1004,patch01
ST-0619,Buendia 4,10.10.3.46,MIKROTIK,RB951,Metro Manila,"No. 317 Sen Gil Puyat Ave., Pasay City",Luzon,Pasay City,1300,patch01
ST-0620,FVR,10.10.17.130,MIKROTIK,RB951,Bulacan,"Area D (Sta. Cruz), Sapang Palay, San Jose Del Monte City, Bulacan",Luzon,San Jose Del Monte,3023,patch01
ST-0621,Life Homes,10.10.16.162,MIKROTIK,RB951,Metro Manila,"Lot 1-B-1-B, Ortigas Ave., Ext., cor. Alfonso St., Brgy. Rosario, Pasig City",Luzon,Pasig City,1609,patch01
ST-0623,Isabelle Hidalgo,10.10.4.122,MIKROTIK,RB951,Metro Manila,"Unit 2 & 3, Isabelle de Hidalgo Bldg. St., cor., Cancer St., Quiapo Manila",Luzon,City of Manila,1001,patch01
ST-0627,BSA TOWER,10.10.14.242,MIKROTIK,RB951,Metro Manila,"G-4 BSA Tower Condominium, No. 108 Legaspi St. Legaspi Village, Makati City",Luzon,Makati City,1129,patch01
ST-0629,Pansol,10.10.38.18,MIKROTIK,RB951,Laguna,"National Highway purok 1 Pansol Calamba, City of Laguna",Luzon,Calamba,4027,patch01
ST-0630,Mayfair Tower,10.10.2.74,MIKROTIK,RB951,Metro Manila,"Commercial C, G/F Mayfair Tower, UN Ave., cor. Mabini St., Ermita Manila",Luzon,City of Manila,1004,patch01
ST-0638,Carmelray,10.10.15.226,MIKROTIK,RB951,Laguna,"Makiling Drive., Carmelray Industrial Park II, Calamba Laguna",Luzon,Calamba,4027,patch01
ST-0639,Lingayen 1,10.10.20.210,MIKROTIK,RB951,Pangasinan,"National Hi-way, Lingayen, Pangasinan",Luzon,Lingayen,2401,patch01
ST-0640,Mangaldan,10.10.37.190,MIKROTIK,RB951,Pangasinan,"National Road,Mangaldan Town Proper,Pangasinan",Luzon,Mangaldan,2432,patch01
ST-0648,Guadalupe 4,10.10.27.42,MIKROTIK,RB951,Metro Manila,"Kimston Plaza Building, P. Burgos St., Guadalupe, Makati City",Luzon,Makati City,1212,patch01
ST-0651,Total Balanga,10.10.37.186,MIKROTIK,RB951,Bataan,"National Rd., Calero St., Brgy., Ibayo, Balanga, Bataan",Luzon,Balanga,2100,patch01
ST-0653,Bacoor 2,10.10.9.126,MIKROTIK,RB951,Cavite,"141 Evangelista St. Daang Bukid, Bacoor Cavite",Luzon,Bacoor,4102,patch01
ST-0654,Paniqui 2,10.10.36.162,MIKROTIK,RB951,Tarlac,"M. H Del Pilar cor., Luna St., Paniqui, Tarlac",Luzon,Paniqui,2307,patch01
ST-0656,Marquinton Cordova Tower,10.10.20.2,MIKROTIK,RB951,Metro Manila,"C-101,C-102 Marquinton Cordova Tower Sumulong Highway,Marikina City",Luzon,Marikina City,1800,patch01
ST-0657,G.Tuazon2,10.10.2.82,MIKROTIK,RB951,Metro Manila,"1850 G. Tuazon St., Sampaloc Manila",Luzon,City of Manila,1008,patch01
ST-0660,Scout Tobias,10.10.14.178,MIKROTIK,RB951,Metro Manila,"Cedar Executive Bldg., # 26 Timog Ave., cor., Scout Tobias., Brgy Laging Handa, Q.C.",Luzon,Quezon City,1103,patch01
ST-0663,Moriones*,10.10.8.174,MIKROTIK,RB951,Metro Manila,"551 Moriones cor. Nicolas Zamora Sts., Brgy 64 Zone 006, Tondo Manila",Luzon,City of Manila,1013,patch01
ST-0664,Tejeron,10.10.15.70,MIKROTIK,RB951,Metro Manila,Tejeron St. Sta. Ana Manila,Luzon,City of Manila,1009,patch01
ST-0665,A. Mabini (Ex-Banzai),10.10.2.86,MIKROTIK,RB951,Metro Manila,"2116-2117 A. Mabini St., Malate Manila",Luzon,City of Manila,1004,patch01
ST-0668,V. Santos,10.10.20.42,MIKROTIK,RB951,Metro Manila,"16 V. Santos cor., Santos Sts. Sto. Ni�o, Marikina City",Luzon,Marikina City,1800,patch01
ST-0672,Bauan 2,10.10.13.54,MIKROTIK,RB951,Batangas,"Manghinao Proper, Bauan Batangas",Luzon,Bauan,4201,patch01
ST-0674,Zapanta MMDA,10.10.12.62,MIKROTIK,RB951,Metro Manila,"Santa Rita St., cor., Orense St., Makati City",Luzon,Makati City,1200,patch01
ST-0675,Patts,10.10.5.210,MIKROTIK,RB951,Metro Manila,"Dr. A. Santos Avenue, San Isidro, Para�aque City",Luzon,Para�aque City,1700,patch01
ST-0676,Rivercity,10.10.8.182,MIKROTIK,RB951,Metro Manila,2143 M. Carreon St. Cor. Delas Alas St. Sta. Manila Brgy. 866 zone 95 Landmank : infront Manila  Rivercity Residences,Luzon,City of Manila,1001,patch01
ST-0677,Tugatog,10.10.14.10,MIKROTIK,RB951,Metro Manila,"17 M.H. Del Pilar Rd., cor. Pureza St.,Tugatog Malabon City",Luzon,Malabon City,1470,patch01
ST-0679,NAIA,10.10.8.186,MIKROTIK,RB951,Metro Manila,"MIAA, 4th Level, Unit 37, Southwing offfice NAIA Terminal 3, Pasay City",Luzon,Pasay City,1301,patch01
ST-0682,Lucao,10.10.35.178,MIKROTIK,RB951,Pangasinan,"National Rd. cor. Jose De Venecia Rd., Dagupan City, Pangasinan",Luzon,Dagupan City,2400,patch01
ST-0684,Escoda,10.10.2.94,MIKROTIK,RB951,Metro Manila,Leon Guinto St. near cor. Escoda St. Ermita Manila,Luzon,City of Manila,1000,patch01
ST-0685,Friendship Highway,10.10.26.18,MIKROTIK,RB951,Pampanga,"Lot 15, Blk 6, Frienship Hi-way, Brgy. Anunas, Angeles City",Luzon,Angeles City,2009,patch01
ST-0686,Lubao,10.10.7.90,MIKROTIK,RB951,Pampanga,"#24 J.P. Rizal St., Sta. Cruz, Lubao, Pampanga",Luzon,Lubao,2005,patch01
ST-0688,Cabanas Mall,10.10.9.234,MIKROTIK,RB951,Bulacan,"McArthur Hi-way,Brgy.Longos Malolos Bulacan",Luzon,Malolos,3000,patch01
ST-0689,Burnham Park 2,10.10.8.190,MIKROTIK,RB951,Benguet,"Shanum St.cor. Otek St. cor. Lake Drive, Burnham Park, Baguio City",Luzon,Baguio City,2600,patch01
ST-0692,Attivo,10.10.9.114,MIKROTIK,RB951,Pampanga,"Attivo Plaza, G/F 101B & 102B, Gapan-Olongapo Road, San Fernando, Pampanga",Luzon,San Fernando,2000,patch01
ST-0694,Pili Cam Sur,10.10.2.174,MIKROTIK,RB951,Camarines Sur,"San Vicente,Pili,Camarines Sur",Luzon,Pili,4418,patch01
ST-0696,Better Living4,10.10.2.134,MIKROTIK,RB951,Metro Manila,"Lot 18, Do�a Soledad Ave. Betterliving Subd. Para�aque City",Luzon,Para�aque City,1700,patch01
ST-0699,Dagupan 5,10.10.23.94,MIKROTIK,RB951,Pangasinan,"Burgos St. cor. Bonifacio St. Dagupan City, Pangasinan",Luzon,Dagupan City,2400,patch01
ST-0701,Sanrise M.H. Del Pilar,10.10.2.98,MIKROTIK,RB951,Metro Manila,"2164 M. H. del Pilar St., Malate Manila",Luzon,City of Manila,1004,patch01
ST-0703,Mc Kinley1820,10.10.15.14,MIKROTIK,RB951,Metro Manila,"Unit A, McKinley Road McKinley Town Center, Fort Bonifacio, Taguig City",Luzon,Taguig City,1634,patch01
ST-0704,Minadanao Avenue,10.10.5.242,MIKROTIK,RB951,Metro Manila,"547 Quirino Hi-way. cor. Mindanao Ave. Talipapa, Novaliches, Q.C.",Luzon,Quezon City,1123,patch01
ST-0705,CWC,10.10.2.178,MIKROTIK,RB951,Camarines Sur,"Cadlan, Municipality of Pili, Province of Camarines Sur",Luzon,Pili,4418,patch01
ST-0706,Aria,10.10.16.174,MIKROTIK,RB951,Metro Manila,Real St. cor. Aria St. Las Pi�as City,Luzon,Las Pi�as,1740,patch01
ST-0707,Conception Uno,10.10.9.246,MIKROTIK,RB951,Metro Manila,"Bayan Bayanan Ave. Brgy. Concepcion 1, Marikina City",Luzon,Marikina City,1807,patch01
ST-0708,Northwalk,10.10.3.234,MIKROTIK,RB951,Pampanga,"Unit 6A, Northwalk Clark, M.A. Roxas Highway cor. New Friendship Gate, Clark Freeport Zone, Angeles city",Luzon,Angeles City,2009,patch01
ST-0709,Caltex Balibago,10.10.29.142,MIKROTIK,RB951,Laguna,Balibago cor. San Lorenzo Rd. Sta. Rosa Laguna,Luzon,Sta. Rosa,4026,patch01
ST-0711,Tanauan 2,10.10.8.202,MIKROTIK,RB951,Batangas,"Brgy. Darasa, Tanauan City, Batangas",Luzon,Batangas City,4200,patch01
ST-0712,Cardinal Santos Medical Center,10.10.13.250,MIKROTIK,RB951,Metro Manila,"Medical Arts Building Cardinal Santos Medical Canter, Wilson St. San Juan City",Luzon,San Juan City,1500,patch01
