site_id,mgmt_ip,sites_status,tag_location,tag_dctech
ST-1933,10.10.30.246,Active,NCR,na
ST-1934,10.10.29.150,Active,NCR,na
ST-1936,10.10.28.134,Active,NCR,na
ST-1937,172.17.3.2,Active,NCR,na
ST-1941,172.17.6.142,Active,NCR,na
ST-1946,10.10.23.106,Active,NCR,na
ST-1948,10.10.32.182,Active,NCR,na
ST-1965,172.17.6.154,Active,NCR,na
ST-1968,10.10.31.122,Active,NCR,na
ST-1969,10.10.33.138,Active,NCR,na
ST-1970,10.10.25.238,Active,NCR,na
ST-1971,10.10.31.2,Active,NCR,na
ST-1972,10.10.35.214,Active,NCR,na
ST-1974,10.10.0.214,Active,NCR,na
ST-1975,10.10.30.38,Active,NCR,na
ST-1981,172.17.13.140,Active,NCR,na
ST-1985,172.17.2.122,Active,NCR,na
ST-1986,10.10.34.34,Active,NCR,na
ST-1987,10.10.31.58,Active,NCR,na
ST-1990,10.10.30.90,Active,NCR,na
ST-1991,10.10.29.174,Active,NCR,na
ST-1998,172.17.1.25,Active,NCR,na
ST-1999,172.17.1.251,Active,NCR,na
ST-2000,172.17.6.91,Active,NCR,na
ST-2001,10.10.31.42,Active,NCR,na
ST-2003,10.10.29.82,Active,NCR,na
ST-2004,10.10.29.166,Active,NCR,na
ST-2007,10.10.29.66,Active,NCR,na
ST-2016,172.17.0.194,Active,NCR,na
ST-2023,172.17.13.149,Active,NCR,na
ST-2028,172.17.0.111,Active,NCR,na
ST-2029,172.17.8.96,Active,NCR,na
ST-2033,10.10.33.94,Active,NCR,na
ST-2035,10.8.40.35,Active,NCR,na
ST-2038,10.10.29.110,Active,NCR,na
ST-2040,10.10.35.34,Active,NCR,na
ST-2047,10.10.34.14,Active,NCR,na
ST-2048,172.17.13.83,Active,NCR,na
ST-2052,10.10.36.42,Active,NCR,na
ST-2054,172.17.13.167,Active,NCR,na
ST-2057,10.10.37.58,Active,NCR,na
ST-2062,10.8.40.62,Active,NCR,na
ST-2065,10.10.38.54,Active,NCR,na
ST-2066,10.10.35.162,Active,NCR,na
ST-2067,172.17.13.128,Active,NCR,na
ST-2073,172.17.12.114,Active,NCR,na
ST-2074,10.10.35.158,Active,NCR,na
ST-2077,10.10.32.238,Active,NCR,na
ST-2080,172.17.0.115,Active,NCR,na
ST-2096,10.10.30.194,Active,NCR,na
ST-2100,10.10.34.42,Temporarily Closed,NCR,na
ST-2107,10.10.35.166,Active,NCR,na
ST-2108,172.17.0.214,Active,NCR,na
ST-2109,10.10.34.114,Temporarily Closed,NCR,na
ST-2110,172.17.2.93,Active,NCR,na
ST-2115,10.10.36.62,Active,NCR,na
ST-2117,10.10.31.194,Active,NCR,na
ST-2129,10.10.33.58,Active,NCR,na
ST-2131,172.17.1.237,Active,NCR,na
ST-2138,10.10.37.194,Active,NCR,na
ST-2141,10.10.35.58,Temporarily Closed,NCR,na
ST-2143,10.10.34.170,Active,NCR,na
ST-2144,172.17.12.246,Active,NCR,na
ST-2145,10.10.35.82,Active,NCR,na
ST-2149,10.10.38.58,Active,NCR,na
ST-2154,172.17.12.122,Active,NCR,na
ST-2159,10.10.33.46,Active,NCR,na
ST-2163,172.17.8.98,Active,NCR,na
ST-2165,10.10.21.254,Active,NCR,na
ST-2173,172.17.12.115,Temporarily Closed,NCR,na
ST-2180,172.17.0.122,Active,NCR,na
ST-2183,10.10.33.74,Active,NCR,na
ST-2184,10.10.38.106,Active,NCR,na
ST-2185,172.17.8.231,Active,NCR,na
ST-2191,10.10.33.38,Active,NCR,na
ST-2192,172.17.0.124,Active,NCR,na
ST-2198,172.17.1.44,Active,NCR,na
ST-2199,172.17.12.179,Active,NCR,na
ST-2200,10.10.38.174,Active,NCR,na
ST-2201,10.8.40.201,Active,NCR,na
ST-2211,172.17.2.226,Active,NCR,na
ST-2213,172.17.3.125,Active,NCR,na
ST-2216,10.10.33.246,Active,NCR,na
ST-2217,10.10.36.14,Active,NCR,na
ST-2218,10.10.34.142,Active,NCR,na
ST-2223,10.10.36.2,Active,NCR,na
ST-2225,10.10.34.46,Temporarily Closed,NCR,na
ST-2234,10.10.35.114,Active,NCR,na
ST-2242,10.10.37.106,Active,NCR,na
ST-2245,10.10.38.182,Active,NCR,na
ST-2247,172.17.1.74,Active,NCR,na
ST-2254,10.10.37.114,Active,NCR,na
ST-2255,10.10.35.126,Active,NCR,na
ST-2256,10.10.36.30,Active,NCR,na
ST-2261,10.10.37.38,Active,NCR,na
ST-2263,172.17.0.131,Temporarily Closed,NCR,na
ST-2268,172.17.7.9,Active,NCR,na
ST-2272,172.17.0.135,Active,NCR,na
ST-2273,10.10.35.134,Active,NCR,na
ST-2274,10.10.4.26,Temporarily Closed,NCR,na
ST-2280,172.17.0.32,Active,NCR,na
ST-2292,172.17.3.150,Active,NCR,na
ST-2295,172.17.2.235,Active,NCR,na
ST-2296,10.10.37.146,Temporarily Closed,NCR,na
ST-2297,172.17.13.70,Active,NCR,na
ST-2301,172.17.3.77,Active,NCR,na
ST-2304,172.17.12.43,Active,NCR,na
ST-2305,10.10.37.166,Temporarily Closed,NCR,na
ST-2308,10.10.38.250,Active,NCR,na
ST-2309,10.10.37.170,Active,NCR,na
ST-2315,172.17.0.143,Temporarily Closed,NCR,na
ST-2320,10.8.41.70,Active,NCR,na
ST-2321,172.17.7.151,Active,NCR,na
ST-2327,172.17.0.145,Temporarily Closed,NCR,na
ST-2328,172.17.0.146,Active,NCR,na
ST-2336,10.10.38.86,Active,NCR,na
ST-2339,10.10.0.54,Active,NCR,na
ST-2344,10.10.38.238,Active,NCR,na
ST-2345,172.17.2.69,Active,NCR,na
ST-2347,172.17.12.113,Active,NCR,na
ST-2348,172.17.12.137,Active,NCR,na
ST-2349,172.17.1.245,Active,NCR,na
ST-2350,10.10.10.46,Temporarily Closed,NCR,na
ST-2351,172.17.1.27,Active,NCR,na
ST-2356,10.10.38.38,Active,NCR,na
ST-2358,172.17.0.149,Active,NCR,na
ST-2367,172.17.0.153,Active,NCR,na
ST-2369,172.17.2.156,Active,NCR,na
ST-2379,172.17.7.110,Active,NCR,na
ST-2384,172.17.0.156,Active,NCR,na
ST-2385,10.10.24.134,Active,NCR,na
ST-2386,172.17.12.146,Active,NCR,na
ST-2387,172.17.0.158,Active,NCR,na
ST-2392,10.10.20.206,Active,NCR,na
ST-2393,172.17.6.23,Active,NCR,na
ST-2395,172.17.0.161,Active,NCR,na
ST-2397,172.17.0.162,Active,NCR,na
ST-2398,172.17.0.163,Active,NCR,na
ST-2399,10.10.35.246,Active,NCR,na
ST-2400,172.17.0.164,Active,NCR,na
ST-2404,172.17.3.147,Temporarily Closed,NCR,na
ST-2405,172.17.0.165,Temporarily Closed,NCR,na
ST-2412,10.10.7.102,Active,NCR,na
ST-2418,10.8.41.168,Active,NCR,na
ST-2431,10.10.33.234,Active,NCR,na
ST-2436,10.10.39.214,Temporarily Closed,NCR,na
ST-2442,172.17.3.10,Active,NCR,na
ST-2446,172.17.13.59,Active,NCR,na
ST-2447,172.17.3.174,Active,NCR,na
ST-2450,172.17.0.177,Active,NCR,na
ST-2451,172.17.12.38,Active,NCR,na
ST-2457,172.17.0.181,Active,NCR,na
ST-2465,172.17.1.244,Temporarily Closed,NCR,na
ST-2475,172.17.12.52,Temporarily Closed,NCR,na
ST-2476,172.17.12.161,Active,NCR,na
ST-2478,172.17.1.56,Active,NCR,na
ST-2482,172.17.13.42,Active,NCR,na
ST-2487,172.17.13.143,Active,NCR,na
ST-2490,10.10.39.178,Active,NCR,na
ST-2507,172.17.3.184,Active,NCR,na
ST-2508,172.17.12.254,Active,NCR,na
ST-2514,172.17.1.3,Active,NCR,na
ST-2516,172.17.2.107,Active,NCR,na
ST-2526,172.17.12.111,Active,NCR,na
ST-2528,172.17.0.234,Active,NCR,na
ST-2532,172.17.2.5,Temporarily Closed,NCR,na
ST-2541,172.17.13.41,Active,NCR,na
ST-2542,172.17.13.199,Active,NCR,na
ST-2543,10.8.42.43,Active,NCR,na
ST-2544,172.17.2.252,Active,NCR,na
ST-2546,172.17.12.14,Active,NCR,na
ST-2555,172.17.2.52,Active,NCR,na
ST-2561,172.17.12.167,Active,NCR,na
ST-2563,172.17.12.194,Active,NCR,na
ST-2565,172.17.13.90,Active,NCR,na
ST-2566,10.8.42.66,Active,NCR,na
ST-2567,172.17.0.228,Active,NCR,na
ST-2581,172.17.8.17,Active,NCR,na
ST-2582,172.17.1.124,Active,NCR,na
ST-2613,10.8.42.113,Active,NCR,na
ST-2615,172.17.13.109,Active,NCR,na
ST-2616,10.10.1.234,Active,NCR,na
ST-2623,10.8.42.123,Active,NCR,na
ST-2624,172.17.12.183,Active,NCR,na
ST-2625,172.17.1.169,Active,NCR,na
ST-2629,172.17.1.246,Temporarily Closed,NCR,na
ST-2633,172.17.12.211,Active,NCR,na
ST-2634,10.10.29.86,Active,NCR,na
ST-2640,172.17.6.186,Active,NCR,na
ST-2645,172.17.12.64,Active,NCR,na
ST-2650,172.17.6.46,Active,NCR,na
ST-2651,172.17.2.195,Active,NCR,na
ST-2653,172.17.2.162,Active,NCR,na
ST-2654,172.17.1.233,Active,NCR,na
ST-2658,172.17.2.179,Active,NCR,na
ST-2676,172.17.1.147,Active,NCR,na
ST-2677,10.10.39.146,Active,NCR,na
ST-2681,172.17.3.142,Active,NCR,na
ST-2682,172.17.13.13,Active,NCR,na
ST-2683,172.17.1.134,Active,NCR,na
ST-2685,172.17.13.9,Active,NCR,na
ST-2687,172.17.12.105,Temporarily Closed,NCR,na
ST-2694,172.17.12.217,Active,NCR,na
ST-2706,172.17.2.163,Active,NCR,na
ST-2707,172.17.12.87,Active,NCR,na
ST-2717,172.17.12.109,Active,NCR,na
ST-2727,10.10.39.186,Active,NCR,na
ST-2728,172.17.13.67,Active,NCR,na
ST-2729,172.17.2.194,Active,NCR,na
ST-2731,172.17.2.60,Active,NCR,na
ST-2735,172.17.6.214,Active,NCR,na
ST-2739,10.8.42.239,Active,NCR,na
ST-2740,172.17.7.253,Active,NCR,na
ST-2745,172.17.12.219,Active,NCR,na
ST-2751,172.17.2.19,Active,NCR,na
ST-2752,10.8.43.2,Active,NCR,na
ST-2753,172.17.2.12,Temporarily Closed,NCR,na
ST-2756,10.8.43.6,Active,NCR,na
ST-2757,172.17.6.26,Active,NCR,na
ST-2759,172.17.12.117,Temporarily Closed,NCR,na
ST-2763,172.17.2.158,Active,NCR,na
ST-2764,172.17.12.104,Active,NCR,na
ST-2765,172.17.2.62,Temporarily Closed,NCR,na
ST-2770,172.17.12.213,Active,NCR,na
ST-2771,172.17.2.39,Active,NCR,na
ST-2772,172.17.2.228,Temporarily Closed,NCR,na
ST-2774,172.17.2.160,Active,NCR,na
ST-2787,172.17.2.40,Active,NCR,na
ST-2800,10.8.43.50,Active,NCR,na
ST-2806,172.17.13.40,Temporarily Closed,NCR,na
ST-2808,172.17.7.71,Active,NCR,na
ST-2810,172.17.2.120,Temporarily Closed,NCR,na
ST-2817,172.17.8.208,Active,NCR,na
ST-2824,172.17.7.20,Active,NCR,na
ST-2826,172.17.2.121,Temporarily Closed,NCR,na
ST-2834,172.17.6.65,Active,NCR,na
ST-2841,172.17.2.35,Active,NCR,na
ST-2842,172.17.13.91,Active,NCR,na
ST-2843,172.17.13.113,Active,NCR,na
ST-2844,172.17.3.233,Active,NCR,na
ST-2849,172.17.3.55,Active,NCR,na
ST-2856,172.17.2.200,Active,NCR,na
ST-2859,10.10.26.34,Active,NCR,na
ST-2861,172.17.2.182,Active,NCR,na
ST-2862,10.8.43.112,Active,NCR,na
ST-2866,172.17.6.117,Active,NCR,na
ST-2870,172.17.13.97,Active,NCR,na
ST-2880,10.8.43.130,Active,NCR,na
ST-2882,172.17.12.214,Active,NCR,na
ST-2887,172.17.3.34,Active,NCR,na
ST-2889,172.17.2.247,Active,NCR,na
ST-2890,172.17.3.36,Active,NCR,na
ST-2891,172.17.13.153,Active,NCR,na
ST-2892,172.17.0.63,Active,NCR,na
ST-2904,10.10.0.22,Active,NCR,na
ST-2912,172.17.2.248,Active,NCR,na
ST-2921,10.8.43.171,Active,NCR,na
ST-2926,172.17.7.45,Active,NCR,na
ST-2928,10.8.43.178,Active,NCR,na
ST-2929,172.17.8.100,Active,NCR,na
ST-2931,172.17.6.103,Active,NCR,na
ST-2934,172.17.3.62,Active,NCR,na
ST-2938,172.17.3.37,Active,NCR,na
ST-2939,172.17.12.39,Active,NCR,na
ST-2949,172.17.7.2,Temporarily Closed,NCR,na
ST-2952,10.10.31.210,Active,NCR,na
ST-2963,172.17.12.80,Active,NCR,na
ST-2967,172.17.6.12,Active,NCR,na
ST-2968,172.17.3.59,Active,NCR,na
ST-2969,172.17.6.54,Temporarily Closed,NCR,na
ST-2981,172.17.3.151,Temporarily Closed,NCR,na
ST-2985,172.17.12.221,Active,NCR,na
ST-2996,172.17.3.16,Active,NCR,na
ST-2997,172.17.3.35,Active,NCR,na
ST-2998,172.17.3.156,Active,NCR,na
ST-3001,172.17.7.108,Active,NCR,na
ST-3004,172.17.7.74,Temporarily Closed,NCR,na
ST-3005,172.17.6.213,Active,NCR,na
ST-3006,172.17.6.36,Active,NCR,na
ST-3014,172.17.6.14,Active,NCR,na
ST-3015,172.17.6.17,Active,NCR,na
ST-3016,172.17.6.210,Active,NCR,na
ST-3020,172.17.6.178,Active,NCR,na
ST-3021,10.8.44.21,Active,NCR,na
ST-3022,172.17.7.129,Active,NCR,na
ST-3024,172.17.6.102,Active,NCR,na
ST-3028,10.10.23.198,Active,NCR,na
ST-3056,172.17.6.67,Active,NCR,na
ST-3064,172.17.6.63,Active,NCR,na
ST-3069,172.17.6.208,Active,NCR,na
ST-3082,172.17.6.107,Active,NCR,na
ST-3086,172.17.6.209,Active,NCR,na
ST-3095,172.17.6.148,Active,NCR,na
ST-3096,172.17.7.155,Active,NCR,na
ST-3097,172.17.7.76,Active,NCR,na
ST-3098,172.17.8.87,Temporarily Closed,NCR,na
ST-3106,10.10.21.30,Active,NCR,na
ST-3114,172.17.6.224,Active,NCR,na
ST-3128,10.8.44.128,Active,NCR,na
ST-3132,10.8.44.132,Active,NCR,na
ST-3135,172.17.7.3,Active,NCR,na
ST-3146,172.17.6.166,Active,NCR,na
ST-3150,172.17.6.108,Active,NCR,na
ST-3151,10.8.45.101,Active,NCR,na
ST-3152,10.8.44.152,Active,NCR,na
ST-3162,172.17.12.144,Active,NCR,na
ST-3168,10.8.44.168,Active,NCR,na
ST-3170,172.17.6.179,Active,NCR,na
ST-3171,172.17.6.215,Temporarily Closed,NCR,na
ST-3172,172.17.6.223,Active,NCR,na
ST-3173,172.17.8.101,Active,NCR,na
ST-3184,172.17.13.101,Active,NCR,na
ST-3190,172.17.7.215,Active,NCR,na
ST-3200,172.17.6.8,Active,NCR,na
ST-3209,172.17.7.188,Temporarily Closed,NCR,na
ST-3219,172.17.6.176,Active,NCR,na
ST-3221,10.10.33.170,Active,NCR,na
ST-3222,10.10.35.102,Temporarily Closed,NCR,na
ST-3226,10.10.6.182,Active,NCR,na
ST-3239,172.17.13.64,Active,NCR,na
ST-3240,10.10.29.202,Active,NCR,na
ST-3242,172.17.6.211,Active,NCR,na
ST-3248,10.10.12.86,Active,NCR,na
ST-3258,172.17.8.133,Active,NCR,na
ST-3259,172.17.6.130,Active,NCR,na
ST-3264,172.17.7.122,Active,NCR,na
ST-3265,172.17.8.221,Active,NCR,na
ST-3273,10.10.36.130,Active,NCR,na
ST-3274,172.17.13.53,Active,NCR,na
ST-3280,172.17.7.152,Active,NCR,na
ST-3281,10.10.1.142,Active,NCR,na
ST-3282,10.10.0.118,Temporarily Closed,NCR,na
ST-3287,172.17.7.123,Active,NCR,na
ST-3288,172.17.13.133,Active,NCR,na
ST-3289,172.17.13.123,Active,NCR,na
ST-3295,10.10.21.70,Active,NCR,na
ST-3298,172.17.13.138,Active,NCR,na
ST-3299,172.17.13.137,Active,NCR,na
ST-3319,172.17.7.46,Active,NCR,na
ST-3323,172.17.7.72,Active,NCR,na
ST-3325,172.17.6.69,Active,NCR,na
ST-3348,172.17.12.232,Active,NCR,na
ST-3351,172.17.13.89,Active,NCR,na
ST-3352,172.17.13.49,Active,NCR,na
ST-3354,172.17.7.153,Active,NCR,na
ST-3379,172.17.7.127,Active,NCR,na
ST-3382,10.10.16.22,Active,NCR,na
ST-3386,10.10.0.6,Active,NCR,na
ST-3399,172.17.13.166,Temporarily Closed,NCR,na
ST-3403,172.17.13.130,Active,NCR,na
ST-3404,10.10.0.158,Active,NCR,na
ST-3412,10.8.45.162,Active,NCR,na
ST-3420,172.17.7.198,Active,NCR,na
ST-3421,172.17.13.56,Active,NCR,na
ST-3428,10.10.8.102,Temporarily Closed,NCR,na
ST-3433,10.10.26.190,Active,NCR,na
ST-3437,10.10.33.206,Active,NCR,na
ST-3438,172.17.8.47,Active,NCR,na
ST-3439,10.8.45.189,Active,NCR,na
ST-3440,172.17.7.189,Active,NCR,na
ST-3441,172.17.7.241,Active,NCR,na
ST-3442,10.10.6.6,Active,NCR,na
ST-3445,10.8.45.195,Active,NCR,na
ST-3449,172.17.8.3,Active,NCR,na
ST-3451,172.17.8.35,Active,NCR,na
ST-3454,10.10.17.38,Active,NCR,na
ST-3455,10.10.27.246,Active,NCR,na
ST-3458,172.17.13.100,Active,NCR,na
ST-3460,10.10.1.38,Active,NCR,na
ST-3461,172.17.8.89,Active,NCR,na
ST-3471,10.10.3.26,Active,NCR,na
ST-3472,172.17.12.175,Active,NCR,na
ST-3479,10.10.34.186,Active,NCR,na
ST-3480,172.17.13.181,Active,NCR,na
ST-3491,172.17.7.243,Temporarily Closed,NCR,na
ST-3500,172.17.7.211,Active,NCR,na
ST-3506,172.17.12.141,Active,NCR,na
ST-3507,172.17.8.4,Active,NCR,na
ST-3508,172.17.13.79,Active,NCR,na
ST-3509,10.10.1.134,Active,NCR,na
ST-3529,10.10.0.110,Active,NCR,na
ST-3532,172.17.12.90,Active,NCR,na
ST-3541,172.17.8.2,Active,NCR,na
ST-3543,10.8.46.43,Active,NCR,na
ST-3546,172.17.8.179,Active,NCR,na
ST-3550,172.17.12.192,Temporarily Closed,NCR,na
ST-3562,172.17.8.65,Temporarily Closed,NCR,na
ST-3563,172.17.8.41,Active,NCR,na
ST-3569,172.17.12.35,Active,NCR,na
ST-3577,172.17.8.66,Active,NCR,na
ST-3578,172.17.12.174,Active,NCR,na
ST-3580,172.17.8.137,Active,NCR,na
ST-3588,172.17.8.103,Temporarily Closed,NCR,na
ST-3589,10.10.1.206,Active,NCR,na
ST-3590,10.10.2.10,Active,NCR,na
ST-3591,10.8.46.91,Active,NCR,na
ST-3598,10.10.1.54,Active,NCR,na
ST-3611,172.17.7.229,Active,NCR,na
ST-3618,10.10.28.142,Active,NCR,na
ST-3630,10.8.46.130,Active,NCR,na
ST-3637,10.10.2.14,Active,NCR,na
ST-3638,172.17.8.134,Active,NCR,na
ST-3645,172.17.12.230,Active,NCR,na
ST-3651,10.10.0.10,Active,NCR,na
ST-3672,172.17.12.210,Active,NCR,na
ST-3676,172.17.8.170,Active,NCR,na
ST-3685,172.17.12.236,Active,NCR,na
ST-3690,172.17.8.102,Temporarily Closed,NCR,na
ST-3702,172.17.13.5,Active,NCR,na
ST-3705,10.10.11.142,Active,NCR,na
ST-3724,10.8.46.224,Active,NCR,na
ST-3731,172.17.12.147,Active,NCR,na
ST-3732,10.10.6.58,Active,NCR,na
ST-3747,10.10.2.34,Active,NCR,na
ST-3748,172.17.8.185,Active,NCR,na
ST-3752,10.10.0.122,Active,NCR,na
ST-3764,172.17.13.6,Active,NCR,na
ST-3786,10.10.24.114,Active,NCR,na
ST-3813,172.17.12.140,Active,NCR,na
ST-3820,172.17.12.173,Active,NCR,na
ST-3827,10.10.0.34,Active,NCR,na
ST-3833,10.10.13.62,Active,NCR,na
ST-3861,172.17.8.173,Active,NCR,na
ST-3868,10.10.17.50,Active,NCR,na
ST-3877,10.10.25.250,Active,NCR,na
ST-4003,10.10.3.202,Active,NCR,na
ST-4032,10.10.3.134,Active,NCR,na
